id,followers,username,time,last_child_time,Hop,Non_follower
1.53579E+18,1,Leontin41335279,277353,277353,1,1
1.27257E+18,4448,0nnaBugeisha1,277160,688144,2,0
1.07229E+18,173,Paris20064,276994,688144,2,0
83014190,155,RRCampbell,276762,688144,2,0
2538413311,176,coltsgalll1,276017,688144,3,0
1373798552,2,NMastro112,273117,273117,2,0
4492124954,624,jj98navy,271936,688144,2,0
1258552386,12,Jna5232Bb434,271467,271467,1,1
1.6155E+18,7,Charlze99486312,270720,270720,2,0
1.44518E+18,20,LynnePresley1,269912,269912,1,1
2930181397,2,carter602mike,269706,269706,1,0
1.0375E+18,96,Renee80375168,269510,688144,1,0
470602662,84,Stephen_Ivy,267484,688144,1,0
4904613572,2,lorrainew59,266871,266871,1,1
2622761,3,cynvee,266434,266434,2,0
1.60053E+18,4,Robbie387206111,263030,688144,1,1
1.58795E+18,2,TaylorD18106281,262464,262464,2,0
1.49664E+18,7,DrLisaMcConnel2,261884,261884,1,0
1.30754E+18,290,KultureByKayo,259717,688144,2,0
16881785,1974,bentlightnvegas,259072,688144,1,0
1195916766,1,ElliottPatty,258366,258366,1,1
30290910,6,takucolumbia,258363,258363,1,1
797385266,47,JaniChayut,256555,688144,2,0
1.2157E+18,228,SirnedelaMer1,255329,688144,3,0
8.63776E+17,38,yothink2020,254368,254368,1,1
2591805737,134,GermStopper,253260,688144,1,0
2796740709,15,thegrandmazoo,251902,251902,1,1
42242808,21,atomicage,250694,250694,1,0
7.88125E+17,38,mrub22,250639,688144,1,1
1.308E+18,5,wearbeararts,249150,249150,1,1
1.09435E+18,1,AstorBanks,246960,246960,1,1
1.08799E+18,43,strand_odd,246331,246331,2,0
293284143,231,Melorama2000,245880,688144,3,0
1.51893E+18,2,ha54902376,245587,245587,2,0
1.59901E+18,2,ed_mallette,244839,244839,2,0
8.62303E+17,50,LuckyDogMoon,243811,688144,1,0
1.6097E+18,2,Joy51Mare,243200,243200,1,0
334305193,34,CardinalTex,242822,688144,2,0
150308253,57,someguynamedre,242650,688144,2,0
1.51242E+18,572,MykMac13,241879,241879,2,0
435016553,2227,LawBadger,240835,688144,2,0
1.56043E+18,5,Livebimbo1,238291,238291,5,0
2518613743,27,lapointesongs,237087,237087,1,1
1.57251E+18,28,DavidSchiffman9,235134,235134,1,0
1722009606,396,JiQed,234182,688144,1,1
1.59823E+18,23,Mari11486351,228461,228461,1,1
1.62724E+18,16,MDjukich,227393,227393,1,0
1.52758E+18,105,babydoge1996,225613,225613,1,0
8.31044E+17,33,Elaineh532020,224802,224802,1,1
409943112,64,lovealife06,224083,224083,1,0
1.42811E+18,170,PMillerMightNot,223898,223898,3,0
2331498373,1680,FloridaRenz,223634,688144,2,0
7.43195E+17,248,BridgetCT19,221980,688144,3,0
45819119,25,fpariante,221439,221439,1,0
1.37165E+18,8,JohnSierra1169,219648,688144,4,0
1.58174E+18,292,StuNited4,219094,688144,3,0
286949921,34,EvilUnder,218638,218638,4,0
25641459,1921,LoViLu,218228,688144,3,0
405824789,184,charlesconmole,218064,218064,2,0
1.52954E+18,48,cheung27149,217735,217735,2,0
1.57642E+18,1604,davidmuellerSC,217412,688144,2,0
8.30589E+17,9,TechLawyer2015,214106,214106,2,0
3165872977,373,KimBramwell,213814,688144,2,0
15024873,1786,ekingsbury,212928,688144,3,0
1.58729E+18,28,and83669159,212511,212511,1,0
1.13205E+18,1436,ziggyrelm,212278,688144,3,0
1.55755E+18,5,Patrick20263787,210138,210138,1,1
805973096,3,djphat2000,209763,209763,2,0
41968624,565,DrD0315,209674,209674,1,1
1.49135E+18,3,ohuffstickler67,208761,208761,1,0
1.4795E+18,142,JBraz123,208686,208686,1,0
1.53509E+18,3,YagNrop1,208532,208532,4,0
1.15445E+18,3,edconnors3,207266,207266,1,1
1.51786E+18,52,RCGme1,207055,688144,1,1
838856881,287,uwezo3,206747,688144,2,0
2998892936,2694,IrishBeserker,206306,688144,1,0
1.39725E+18,31,RobinMcFarlane4,205599,688144,1,0
1.52703E+18,0,JeffChild8,205397,205397,1,0
7.05931E+17,5,josey_wales11,205364,205364,2,0
16505883,859,margoschloss,204682,688144,2,0
3225537339,5,3of4kids18,203910,203910,1,1
33815108,191,phinatic4life,203056,203056,2,0
70075774,142,etrasmundi,202971,202971,2,0
1.62284E+18,12,AppliedMAT,202050,202050,1,1
1.45599E+18,253,Marktwain3211,200562,200562,1,1
2894129590,664,dlb3dlb3,199806,688144,1,0
7.34451E+17,791,kb_katey,199060,688144,2,0
290130336,5,EricksteinC,197755,197755,1,1
1.63792E+18,2,UnitedNati88872,197258,197258,1,0
1.60104E+18,0,VIs325,196616,196616,1,1
307342991,1100,Lypsinka,196341,688144,1,1
1.63208E+18,0,CarolFaus2,196211,196211,1,1
1.53634E+18,2,southern5moke,195856,195856,1,1
277159455,54,jbhannibal,195544,688144,3,0
25230584,374,debra_daughter,195226,688144,1,0
1.16459E+18,10,WhoCare08799028,195145,195145,1,1
1.51904E+18,0,sandystem2,194990,194990,1,0
1.58322E+18,0,RobertDewald9,194640,194640,1,1
1.63196E+18,0,daz88888,194144,194144,2,0
67098257,10,Blakeapalooza,194030,194030,1,1
69687785,11,brendabakner,192452,192452,1,0
9.2076E+17,933,JadeJurek,191963,688144,2,0
360477447,15,unrealneil,191677,191677,2,0
375877652,148,79Wahoo,191448,688144,1,0
514665430,849,LtsFlwr70,191212,688144,2,0
1.58834E+18,3,LeaWilmoth,190872,190872,1,1
8.22244E+17,127,WatchingTrump17,189600,189600,2,0
22915450,526,truepatriotvet,189252,688144,3,0
1.56001E+18,1,JellethO,189177,189177,1,1
1.43313E+18,655,KJoJoe21,188562,688144,3,0
517797008,25,ParadisePamcake,188239,688144,4,0
3377960626,48,LaurelJeannine,188185,188185,1,1
9.17819E+17,5,46sunnybrook,188127,188127,1,1
8.39139E+17,828,OurOpinion4U,188041,688144,2,0
1.44715E+18,1,Billy74538953,187880,187880,1,1
2389518362,622,SusanSp4,187873,688144,3,0
21835389,807,tc__todd,187716,688144,1,0
1.60563E+18,0,Frankco32750644,187606,187606,1,0
1.04061E+18,8,LarsenBecky2,187324,688144,1,1
53177057,306,kuchynata,186935,688144,4,0
387975809,2420,ntg108,186753,688144,1,0
1.15596E+18,6271,MichaelVANVLIE7,186481,688144,1,0
1.59997E+18,2,Marjori27708071,186406,186406,2,0
1.37717E+18,8,JTee65,185731,688144,1,1
7.42434E+17,6,kovachj88,184826,184826,1,1
1.59728E+18,3,PilarArquero1,184649,184649,1,0
1.62805E+18,1,TheRealBurnout1,184536,184536,2,0
1.58621E+18,239,Granjan4702,184333,688144,1,0
7.08245E+17,52,dvddms,184324,184324,2,0
48380760,8,kayemoh,184311,184311,1,1
15570694,154,tmcmh,183331,183331,2,0
9585422,5106,spatially,182520,182520,1,0
24196142,71,CinBou365,181955,181955,1,1
409749395,120,Sassafras32,181943,181943,4,0
1.28418E+18,302,BoyetteDon,181906,688144,1,0
447436961,106,rebatyrrell,181643,181643,4,0
9.55247E+17,1240,branders44061,181533,688144,2,0
234542618,1069,YouthatHeartEC,180681,688144,1,1
34175460,169,JLP20,180638,688144,1,1
1.57009E+18,3,Dorothy67886836,180529,180529,1,1
1.59961E+18,19,jamesscraper1,180146,688144,2,0
9.21846E+17,44,HaltonJoyce,180040,688144,4,0
1.37743E+18,16,gyal_blue,179794,179794,2,0
1.5016E+18,38,Kravitznyc,179369,179369,1,1
33010555,49,cmebtl,178973,688144,1,1
1.61748E+18,7,EfranLaboy,178935,178935,2,0
1.54506E+18,2,ChabebeNemil,178324,178324,1,0
1.47307E+18,9,Sarah30344834,178062,178062,1,0
204462683,1295,Hewdaman,177622,688144,3,0
1.04551E+18,339,Pkasinger2,177263,688144,2,0
1.3568E+18,28,jeffyou97854166,177258,177258,3,0
7.97923E+17,4815,miagl11,176320,688144,2,0
260326210,169,Kjaerringa,176227,688144,3,0
26225001,158,bamboozler88,176212,688144,3,0
1.61362E+18,3,fightback223,176120,176120,1,0
26784858,1330,HumanRainDelay1,175801,688144,2,0
1.4957E+18,6,DavidSillix,175208,175208,1,1
1.11238E+18,176,LaGrapnel,175172,175172,3,0
8.85783E+17,28,desisjades,175171,175171,2,0
1.48053E+18,2,gerhard_rick,175123,175123,2,0
1.41004E+18,48,KeithDHolland,175102,175102,2,0
42375388,4,blessed905,175083,175083,1,0
7.56455E+17,293,Celty09,174522,688144,2,0
1.62166E+18,7,dontlietome1630,174203,688144,3,0
1.52771E+18,2,rec4you2,173800,173800,3,0
1.2933E+18,5,JohnnyLaneBaird,172849,172849,4,0
1.62052E+18,0,mari_juanda,172846,172846,4,0
2280559368,181,jtphp,172798,172798,2,0
1599750211,56,PatriotPen76,172757,172757,1,0
615728528,4,mleves1272,172419,172419,1,1
1.58651E+18,385,MortySanchezJr,172169,688144,4,0
1.39833E+18,3,LISAVAL43840949,172154,172154,1,1
1.62345E+18,3,SandyMc60048869,171865,171865,1,1
3686400565,2,JodiJinMV,171528,171528,4,0
20829629,34,puppetpassion,171420,171420,1,1
46911809,8,johniphone,171363,171363,2,0
7.70106E+17,34,nodrammamomma2,171193,688144,1,0
1.59875E+18,1,FreeSpeechRule0,171184,171184,1,0
17257685,496,kmetz,171155,171155,2,0
9.20755E+17,929,RobertAtchey,170788,688144,2,0
1.62057E+18,23,MRNeville8,170771,688144,2,0
278859014,256,Steve_DeViney,170607,170607,1,1
3064179622,63,AdvocateDevil_,170110,688144,3,0
291523722,1368,DonnaLGreen1,170101,688144,2,0
1.5558E+18,47,DesertLoveDove,170048,170048,4,0
8.36374E+17,96,munirhossain353,169914,169914,1,0
28787710,28,bigjeffdog,169835,169835,2,0
1.47075E+18,16,MaryMcC40282943,169756,688144,3,0
20533186,135,heresaquarter,169702,169702,1,1
237480441,71,rclaystephenson,169555,688144,3,0
9.21512E+17,7,navybear68,169543,169543,1,1
1360663424,46,ecl3688,169448,169448,2,0
2808427032,21,Daddyspeakez,169345,169345,1,0
8.47953E+17,130,MudderGirl13,169230,688144,3,0
1.58578E+18,38,25NDSU,169032,169032,1,0
1529299902,3,mldrake1970_lee,169019,169019,1,1
1.50573E+18,7,SoZenChick,168897,168897,1,1
1.14766E+18,1,TerrenceConnel1,168883,168883,1,1
1.51947E+18,8,SusanSacto,168854,168854,1,0
1.28165E+18,8,Beauloney1,168766,168766,1,1
1.54036E+18,93,S_4_Serenity,168591,688144,2,0
2990020513,14,bbbilbo1,168488,168488,1,1
558834348,49,SouthCity13,168422,168422,3,0
1628806003,301,BajanButterfly1,168323,688144,3,0
1.12559E+18,3,adrian_tidd,168279,168279,1,1
1.59109E+18,52,Davertotto,168213,168213,2,0
8.74041E+17,147,LHmilw,167975,688144,3,0
42992597,104,tradrmom,167928,167928,4,0
1.05069E+18,11,SueCroc98424449,167867,688144,1,1
1.27729E+18,13,DrKay55127358,167860,167860,2,0
1.15733E+18,51,BenSumner81,167743,167743,2,0
2909471820,17,patsfan1953,167633,167633,2,0
1.19682E+18,2418,JustASaneGirl,167568,688144,2,0
2914872503,23,Vman_1969,167497,167497,2,0
347548840,83,m3dford,167494,688144,2,0
12247852,980,leegoldstein,167482,688144,3,0
32402915,118,tbrouse,167461,167461,1,1
8.01777E+17,15,Michaelbragg196,167394,167394,2,0
1.60489E+18,2,namahunter,167049,167049,1,0
3666754767,89,CarlaF19862015,167037,167037,2,0
1.33384E+18,757,RonJohnsonsSoul,166922,688144,2,0
8.24253E+17,429,peterndudar,166919,688144,3,0
8.23781E+17,24,Mkusweat,166909,166909,2,0
8.01458E+17,40,kellyjimusa,166705,166705,2,0
1.61569E+18,11,sunxiaochuan_ba,166698,166698,2,0
17846426,2315,mjcaswell,166683,688144,2,0
1578263772,114,Karaz0825,166433,688144,1,1
1.03627E+18,5,SusanHa61091747,166411,166411,4,0
1.44213E+18,13,FredAbelia,166294,166294,3,0
278853287,3389,jones_yyc,166271,688144,1,1
19051121,66,tjtodd,166262,166262,4,0
8.28013E+17,23,lue_kathy,166239,166239,2,0
22342004,37,Pat47,166200,166200,1,1
1.12262E+18,5297,BizarroNot,166096,688144,2,0
1.59878E+18,44,FHI_actual,166023,688144,2,0
1.62282E+18,79,David559425,165979,688144,2,0
1.45788E+18,1552,LiberalRisky,165675,688144,2,0
2934541150,281,colli1900s,165623,688144,1,1
357913743,187,saoakman,165450,688144,2,0
751643700,20,Tahroo5,165421,165421,2,0
1.61653E+18,138,MarkLradioguy,165403,165403,1,1
1.62084E+18,47,DanteFerraro1,165373,165373,1,0
3284312940,34,alondaenglish,165348,688144,1,1
23376251,56,ursulawinter,165291,165291,1,0
34367702,20,rsavir,165192,165192,1,1
1.08448E+18,23,Borr0404,165068,165068,1,0
34957232,20,ubachuva1,165061,165061,2,0
1.48424E+18,11,Clutch1960,165019,688144,1,0
1323359760,46,mojamesd64,164912,164912,3,0
1.44333E+18,2,bmholtsinger,164904,164904,2,0
1.21569E+18,0,AnthonyDChung2,164815,164815,2,0
1.61901E+18,6,BX44DDD,164428,164428,1,1
26425244,143,PixieAviatrix,164268,688144,3,0
55104835,1398,edensappleband,164222,688144,3,0
2478994965,1586,eddienotfunny,164039,688144,2,0
23622104,228,busymama_x2,163763,688144,3,0
1.56085E+18,1,DaveOrban,163716,163716,1,1
621470460,19,shriekalot,163664,163664,4,0
1.33759E+18,6,fiddles90053372,163624,163624,4,0
26035764,12876,HeatherWhaley,163607,688144,2,0
1.54154E+18,667,KrisBMNC,163513,688144,2,0
1.6169E+18,36,JoanieGarratt2,163403,163403,1,0
400102969,369,AveryBanner,163402,163402,1,1
1.19903E+18,2591,NeseLynde,163174,688144,2,0
1584438624,18,GoAunon,163109,163109,2,0
1.59794E+18,0,Rosepetalshine,163049,163049,1,0
24986597,3774,onemomsrant,163040,688144,2,0
1.57556E+18,9,Swamprabbit6,162987,162987,4,0
1.54341E+18,32,radrook123,162958,162958,2,0
1.28931E+18,336,JackAllenfromRI,162924,688144,2,0
627099300,1133,stickshattricks,162731,162731,2,0
1.36038E+18,31,MiloBuck6,162685,688144,1,1
499364751,456,dkan1030,162631,688144,3,0
68698807,967,Dogmandave12,162347,162347,2,0
2751366757,998,compa_chato,162329,688144,3,0
278842220,98,craiglovin,162283,688144,2,0
615417768,142,CudiKids,162279,688144,1,1
18787747,2326,StetsonLinda,162278,688144,2,0
438426763,78,BowserBruce,162207,162207,2,0
1.01975E+18,310,HenryPierzchala,161998,688144,1,0
1.61104E+18,6,ZoolanderD3r3k,161938,161938,3,0
17635902,3269,shawnhawaii,161915,688144,2,0
42422661,113,Gokurosama,161844,161844,1,0
109050924,1398,chrisjfranko,161754,161754,3,0
1.5889E+18,4,Michael62406598,161696,161696,1,1
1.53246E+18,17,BubbaWalters4,161659,161659,2,0
8.49795E+17,244,DarrellynDenver,161658,688144,3,0
1037667205,86,fsbridges,161524,688144,2,0
27357377,296,StaceyRoedel,161385,688144,2,0
1.61977E+18,0,SaraHen82532646,161380,161380,1,1
27040894,1958,Jeep_TJ_Girl,161247,688144,2,0
1.47556E+18,809,tjjm1783,161233,688144,2,0
1.49992E+18,1,kalevanights,161072,161072,1,1
254303067,516,clakor54,161059,688144,2,0
1.611E+18,1,jason_terrill8,160946,160946,2,0
92287604,105,BeLikeGumby,160904,160904,3,0
9.65935E+17,17,bobthecableguy3,160750,160750,1,0
8.34865E+17,30,E_pluribus_ONE,160642,160642,1,1
16855695,599,Nightveil,160421,688144,3,0
15325201,558,nelshenderson,160353,160353,1,1
1.45509E+18,1101,FERBAR20845674,160096,688144,1,0
425115203,33,GenXMomBun,160071,160071,4,0
9.38279E+17,56,TenaKamidoi1228,159912,688144,3,0
1.58568E+18,33,SherieCoules,159876,159876,4,0
9.61073E+17,1622,DarkScoreLake,159831,688144,3,0
41579097,82,MarkMorganMA,159830,159830,1,1
3127471287,148,porkchopsuit,159304,159304,4,0
2929215655,153,a6c05d7bd91246e,159280,688144,3,0
1.61208E+18,2,Olderandwiser63,159211,159211,2,0
3973051094,18,EvelyneESilver,159150,159150,4,0
2582584376,233,ChiefMuri,159133,688144,3,0
19382084,3197,JenniferYA255,158988,688144,2,0
1.4528E+18,158,PatMelinchuk,158972,688144,2,0
1.36062E+18,718,FerraroMeg,158790,688144,2,0
241317673,130,Kbslushy,158748,158748,3,0
1050134935,22,muchamad_fajar,158715,158715,1,1
558819254,32,VernTurner1,158629,158629,4,0
67995460,524,primrose1508,158603,688144,2,0
81424749,980,SEMPERFISGT,158589,688144,2,0
26317531,56,Clai_IV,158503,158503,2,0
8.59125E+17,204,La_arma_viva,158443,688144,2,0
2220399826,79,zenrider1,158432,688144,2,0
18634205,554,MacGregorGarlic,158362,688144,2,0
1.59602E+18,5,realwebtraveler,158281,688144,2,0
1.61871E+18,75,EricCar34627364,158275,688144,2,0
18632361,1291,TornadoesBoreMe,158047,688144,3,0
1.36393E+18,47,louisegiron1,158038,158038,1,1
1.11578E+18,0,TheDude46641492,157964,157964,1,1
1.5733E+18,35,INGODWETRUMP1,157926,688144,2,0
989926416,45,SagSagnella,157913,157913,3,0
1.31675E+18,2347,HopeSeider,157648,688144,3,0
1.54694E+18,7,burn3rr34d3r,157336,157336,1,1
1.32911E+18,57,PeaceAndLuv29,157331,157331,1,0
7.18522E+17,557,JeffAlerman,157313,688144,4,0
318517383,33,Fastball08,157175,157175,1,1
1.51499E+18,1576,CymbaLloyd,157140,688144,1,0
1109496764,253,TinaASanders,156982,688144,3,0
1.58608E+18,0,BrianHagan23,156878,156878,2,0
1.49594E+18,2,BradTarr3,156834,156834,1,1
7.96172E+17,83,Cruelabduhl,156768,688144,2,0
41279862,0,BiffPocaroba,156638,156638,1,1
28618917,4561,xyzxyz101101,156579,688144,2,0
1.25775E+18,0,andrew_john36,156523,156523,1,1
1.26246E+18,0,typicalamerica2,155834,155834,1,1
3312592475,27,randy_halliday,155662,155662,1,1
40971293,51,JADDYYY,155632,155632,1,1
1.52192E+18,5,CabronCamote,155325,155325,1,1
1.59435E+18,378,YdaniaD,155318,688144,1,0
1.22259E+18,221,dragonfly5110,155183,688144,3,0
1485933091,965,janisfulks,155148,688144,2,0
195193469,86,HadiKaabi,154971,154971,1,1
8.94293E+17,131,bght16,154845,154845,3,0
1.49746E+18,1,eduardo08379440,154813,154813,1,1
1.58977E+18,7,yourfingcreator,154650,154650,1,1
1.54215E+18,31,bulger_carole,154625,688144,1,0
4875068127,1319,edeplorableunum,154254,688144,2,0
1.56303E+18,64,JBeertap,154160,688144,3,0
794563208,209,JosephRuggiero4,154149,688144,2,0
1.32846E+18,15,ShedreeW,154077,154077,2,0
33177030,4,lazyasf49,154068,154068,1,1
1.58684E+18,523,Jewell2022,153921,688144,1,0
4229524344,16,LeadsKryan,153888,153888,1,0
1.5956E+18,1,lieto_memes,153850,153850,2,0
8.25002E+17,55,leovin20,153778,688144,3,0
141704849,42,weekvs,153742,688144,2,0
9.90796E+17,6,erin_kanes,153694,153694,4,0
4138107809,204,Hootgi,153662,153662,3,0
59129716,2111,dcahughes,153643,688144,3,0
592017715,1664,boyle_kathy,153556,688144,1,0
1.63765E+18,0,TamaraKeihn,153417,153417,1,0
776081114,29,Stefanoeltorito,153350,153350,1,1
1.59187E+18,33,andrew741776,153322,153322,2,0
1402213304,13,zekeagha,153140,153140,1,1
261055697,75,LynettJoy,153085,688144,1,1
1.63461E+18,6,EnriqueJuancho,153077,153077,1,1
1.28626E+18,9,sumrob0413,152961,688144,1,1
119684984,453,rflssg,152925,688144,1,0
276948988,216,theglobalvc,152788,688144,1,1
3117491171,1142,tracymcc0915,152776,688144,2,0
1.52307E+18,207,ProsPro22,152722,688144,3,0
7.68594E+17,312,reexamineall,152694,688144,2,0
1.23227E+18,75,70sFella,152665,688144,3,0
1.63352E+18,0,ubaldovalles1,152442,152442,2,0
2191114153,79,jmotani,152431,152431,2,0
1.19156E+18,12,PeregrinSpydre,152051,152051,1,1
1.47167E+18,0,Phyllis97381846,151989,151989,3,0
2924853537,35,okudaaibube,151818,688144,1,0
15834599,43907,padresj,151515,688144,3,0
3560767935,102,srem125,151296,688144,3,0
1.21893E+18,264,MagsMalo,151179,688144,1,0
1.1255E+18,4,carrie24135102,151128,151128,2,0
1.54184E+18,45,Theburkebitch,151120,151120,4,0
1.58936E+18,315,QingZhao666999,152620,688144,2,0
1.38927E+18,5,AntiMAGA3,150929,150929,1,1
1.51068E+18,11,robb_tosh,150925,150925,1,0
7.70921E+17,88,LynaBoggess,150576,150576,4,0
2821000188,1230,ajoteller,150392,688144,2,0
8.31831E+17,230,reSISTERtruth,150022,688144,3,0
11991612,19850,kiwanja,149925,688144,1,1
1.31349E+18,92,BlaueDat,149816,688144,4,0
1.34694E+18,2757,TLC_arn,149748,688144,2,0
9.80509E+17,93,BirdsInMyAttic1,149630,688144,2,0
18437309,176,Sean_Gregg1987,149534,688144,1,0
412887089,1454,osufan_04,149461,688144,2,0
8.46806E+17,12,smoothound54,149347,149347,1,1
1550429508,8,CharlieLemmel,149246,149246,1,1
89090775,2747,DianeAtkins,148650,688144,1,0
100639515,209,jayar12,148635,148635,1,1
1.2392E+18,725,drerupmarthagm1,148490,688144,2,0
540390097,72,Fleecelll,148360,148360,2,0
1.61556E+18,104,MikePalacios95,148314,148314,2,0
1.48029E+18,33,UCanDance3,148133,148133,1,0
3006890976,14,barbsfeed,148097,148097,2,0
14530856,377,snoprinz1,147475,688144,3,0
18677207,1542,keebo00,146661,688144,3,0
1.61304E+18,51,CupoSooth,146359,688144,2,0
1.48458E+18,41,reneemarcelle27,145781,145781,2,0
1.2854E+18,13,vaneee1412,145559,145559,1,1
1.01797E+18,7262,Lauren38060467,144892,688144,2,0
