id,time,type,prev_id,Engagement_index,Hop,Non_follower
1.25521E+18,14003,retweet,1.25521E+18,0,1,0
1.2103E+18,13979,retweet,1.2103E+18,0,3,0
50561914,13935,retweet,50561914,0,1,0
231744780,13909,retweet,231744780,0,1,0
2848625032,13905,retweet,2848625032,0,2,0
9.86196E+17,13899,retweet,9.86196E+17,0,1,0
2627840012,13893,retweet,2627840012,0,1,1
1.05846E+18,13875,retweet,1.05846E+18,0,1,0
1.00725E+18,13867,retweet,1.00725E+18,0,1,0
1.3457E+18,13851,retweet,1.3457E+18,0,1,0
9.57127E+17,13817,retweet,9.57127E+17,0,2,0
9.66949E+17,13801,retweet,9.66949E+17,0,1,0
1.56651E+18,13800,retweet,1.56651E+18,0,1,1
609341772,13799,retweet,609341772,0,1,0
3006358931,13794,retweet,3006358931,0,2,0
1361406223,13789,retweet,1361406223,0,1,1
9.08689E+17,13788,retweet,9.08689E+17,0,2,0
1.12805E+18,13781,retweet,1.12805E+18,0,1,0
1.04959E+18,13765,retweet,1.04959E+18,0,1,0
83639539,13762,retweet,83639539,0,2,0
1.33347E+18,13760,retweet,1.33347E+18,0,1,0
7.86284E+17,13753,retweet,7.86284E+17,0,1,0
2866103070,13711,retweet,2866103070,0,1,0
351546319,13692,retweet,351546319,0,1,0
1.17949E+18,13689,retweet,1.17949E+18,0,2,0
3218923533,13683,retweet,3218923533,0,1,0
2270645792,13657,retweet,2270645792,0,1,0
2866245186,13652,retweet,2866245186,0,1,0
395470166,13646,retweet,395470166,0,1,0
1.41543E+18,13643,retweet,1.41543E+18,0,1,0
9.86568E+17,13638,retweet,9.86568E+17,0,1,0
491329925,13631,retweet,491329925,0,3,0
3038409301,13630,retweet,3038409301,0,1,0
2313246717,13625,retweet,2313246717,0,2,0
1.60772E+18,13613,retweet,1.60772E+18,0,1,0
3343871921,13593,retweet,3343871921,0,2,0
2783625922,13574,retweet,2783625922,0,1,0
1.35237E+18,13568,retweet,1.35237E+18,0,1,0
2483167393,13567,retweet,2483167393,0,1,0
1.54339E+18,13559,retweet,1.54339E+18,0,1,1
1.2924E+18,13558,retweet,1.2924E+18,0,1,0
1.26646E+18,13543,retweet,1.26646E+18,0,1,1
1625993888,13524,retweet,1625993888,0,1,0
1.37564E+18,13496,retweet,1.37564E+18,0,2,0
44990978,13487,retweet,44990978,0,1,0
9.29513E+17,13478,retweet,9.29513E+17,0,1,0
454602974,13461,retweet,454602974,0,1,0
8.98101E+17,13458,retweet,8.98101E+17,0,1,0
1.07556E+18,13444,retweet,1.07556E+18,0,1,1
1.15116E+18,13438,retweet,1.15116E+18,0,3,0
1.57721E+18,13433,retweet,1.57721E+18,0,3,0
2987652285,13426,retweet,2987652285,0,3,0
222533614,13416,retweet,222533614,0,3,0
1664842808,13373,retweet,1664842808,0,2,0
2150073546,13353,retweet,2150073546,0,1,0
1.32185E+18,13346,retweet,1.32185E+18,0,2,0
1.08217E+18,13326,retweet,1.08217E+18,0,1,1
1.60016E+18,13325,retweet,1.60016E+18,0,1,0
1.24361E+18,13324,retweet,1.24361E+18,0,1,0
9.87461E+17,13321,retweet,9.87461E+17,0,2,0
545733486,13316,retweet,545733486,0,1,0
2784599452,13295,retweet,2784599452,0,1,0
623537483_1,13286,retweet,623537483,1,1,0
1.30493E+18,13271,retweet,1.30493E+18,0,2,0
1.22117E+18,13270,retweet,1.22117E+18,0,2,0
2521755183,13269,retweet,2521755183,0,2,0
977617909,13264,retweet,977617909,0,1,1
1.22243E+18,13261,retweet,1.22243E+18,0,1,0
1.52954E+18,13256,retweet,1.52954E+18,0,2,0
1.34935E+18,13224,retweet,1.34935E+18,0,2,0
2887772025,13208,retweet,2887772025,0,1,0
355223873,13205,retweet,355223873,0,2,0
264572415,13194,retweet,264572415,0,1,0
4703193078,13191,retweet,4703193078,0,2,0
1.03426E+18,13189,retweet,1.03426E+18,0,1,0
205014187,13175,retweet,205014187,0,1,0
1.603E+18,13114,retweet,1.603E+18,0,1,1
1.16106E+18,13108,retweet,1.16106E+18,0,2,0
1.1797E+18,13104,retweet,1.1797E+18,0,1,0
818307751,13093,retweet,818307751,0,1,1
1.14346E+18,13088,retweet,1.14346E+18,0,3,0
1.0131E+18,13085,retweet,1.0131E+18,0,2,0
3062156629,13084,retweet,3062156629,0,1,0
249797444,13082,retweet,249797444,0,1,0
1331546412,13077,retweet,1331546412,0,1,0
1.36582E+18,13073,retweet,1.36582E+18,0,2,0
585641352,13068,retweet,585641352,0,1,0
4922812691,13066,retweet,4922812691,0,2,0
1.27642E+18,13064,retweet,1.27642E+18,0,1,0
1.53379E+18,13046,retweet,1.53379E+18,0,2,0
1222504098,13043,retweet,1222504098,0,2,0
2408954485,13040,retweet,2408954485,0,1,0
1.26255E+18,13017,retweet,1.26255E+18,0,2,0
1.08075E+18,13016,retweet,1.08075E+18,0,1,0
135164079,13015,retweet,135164079,0,1,0
1.28303E+18,13008,retweet,1.28303E+18,0,1,0
1.02301E+18,12995,retweet,1.02301E+18,0,1,1
128418853,12987,retweet,128418853,0,1,0
356812730,12943,retweet,356812730,0,2,0
8.65932E+17,12941,retweet,8.65932E+17,0,1,0
8.74956E+17,12905,retweet,8.74956E+17,0,1,1
1.32612E+18,12903,retweet,1.32612E+18,0,2,0
1.31977E+18,12902,retweet,1.31977E+18,0,2,0
2292726031,12888,retweet,2292726031,0,2,0
1.08524E+18,12887,retweet,1.08524E+18,0,1,0
561454646,12886,retweet,561454646,0,2,0
4169831980,12885,retweet,4169831980,0,1,0
371484129,12884,retweet,371484129,0,1,0
701558815,12872,retweet,701558815,0,1,0
440208698,12870,retweet,440208698,0,1,0
1.24265E+18,12865,retweet,1.24265E+18,0,1,0
1733242345,12838,retweet,1733242345,0,1,0
1.63521E+18,12829,retweet,1.63521E+18,0,1,1
1.58369E+18,12822,retweet,1.58369E+18,0,1,0
1.16774E+18,12821,retweet,1.16774E+18,0,3,0
1.18466E+18,12807,retweet,1.18466E+18,0,1,0
1.35699E+18,12802,retweet,1.35699E+18,0,2,0
1.09094E+18,12801,retweet,1.09094E+18,0,2,0
431800235,12788,retweet,431800235,0,2,0
7.89734E+17,12785,retweet,7.89734E+17,0,2,0
523827473,12784,retweet,523827473,0,1,0
1.25874E+18,12763,retweet,1.25874E+18,0,2,0
1.55564E+18,12762,retweet,1.55564E+18,0,1,0
180594972,12761,retweet,180594972,0,2,0
1.16674E+18,12751,retweet,1.16674E+18,0,1,0
1.4003E+18,12741,retweet,1.4003E+18,0,1,0
1.14613E+18,12738,retweet,1.14613E+18,0,2,0
7.93288E+17,12730,retweet,7.93288E+17,0,1,0
243634730,12692,retweet,243634730,0,1,1
9.29972E+17,12689,retweet,9.29972E+17,0,1,0
1.36355E+18,12684,retweet,1.36355E+18,0,1,0
1.23739E+18,12679,retweet,1.23739E+18,0,2,0
577485650,12664,retweet,577485650,0,1,0
9.0234E+17,12663,retweet,9.0234E+17,0,1,0
8.90418E+17,12661,retweet,8.90418E+17,0,1,0
212352526,12645,retweet,212352526,0,1,0
2472178769,12641,retweet,2472178769,0,1,0
1.01418E+18,12636,retweet,1.01418E+18,0,1,0
771462367,12623,retweet,771462367,0,1,0
514279056,12611,retweet,514279056,0,1,0
1.53936E+18,12575,retweet,1.53936E+18,0,3,0
1.34134E+18,12560,retweet,1.34134E+18,0,2,0
387128351,12534,retweet,387128351,0,1,0
1.05795E+18,12500,retweet,1.05795E+18,0,2,0
341038762,12477,retweet,341038762,0,1,1
3897969095,12473,retweet,3897969095,0,1,1
4876737659,12465,retweet,4876737659,0,1,0
258107396,12462,retweet,258107396,0,1,0
1.07153E+18,12461,retweet,1.07153E+18,0,2,0
8.48428E+17,12455,retweet,8.48428E+17,0,1,0
8.59387E+17,12447,retweet,8.59387E+17,0,1,0
910937158361468928_1,12444,retweet,9.10937E+17,1,1,0
1.04072E+18,12441,retweet,1.04072E+18,0,1,0
1036763749,12434,retweet,1036763749,0,1,0
1.34329E+18,12433,retweet,1.34329E+18,0,3,0
8.8391E+17,12425,retweet,8.8391E+17,0,1,1
1018308122,12420,retweet,1018308122,0,1,0
9.38172E+17,12392,retweet,9.38172E+17,0,1,0
1.58348E+18,12381,retweet,1.58348E+18,0,1,0
1.61729E+18,12367,retweet,1.61729E+18,0,2,0
1.1392E+18,12357,retweet,1.1392E+18,0,1,0
2905635556,12355,retweet,2905635556,0,1,1
1.07293E+18,12353,retweet,1.07293E+18,0,2,0
2983286094,12350,retweet,2983286094,0,1,0
1197462824,12338,retweet,1197462824,0,1,0
631392605,12326,retweet,631392605,0,1,0
1.02008E+18,12317,retweet,1.02008E+18,0,2,0
1.31886E+18,12306,retweet,1.31886E+18,0,1,0
353700964,12293,retweet,353700964,0,2,0
2288674060,12291,retweet,2288674060,0,1,1
8.65952E+17,12281,retweet,8.65952E+17,0,2,0
1.3587E+18,12269,retweet,1.3587E+18,0,3,0
1.01424E+18,12201,retweet,1.01424E+18,0,2,0
8.76276E+17,12184,retweet,8.76276E+17,0,1,0
1655137178,12183,retweet,1655137178,0,1,1
1.48889E+18,12149,retweet,1.48889E+18,0,2,0
2844093321,12135,retweet,2844093321,0,1,0
252517648,12123,retweet,252517648,0,1,1
1.47952E+18,12117,retweet,1.47952E+18,0,1,1
314198773,12112,retweet,314198773,0,1,0
1.07249E+18,12105,retweet,1.07249E+18,0,1,0
1.48303E+18,12091,retweet,1.48303E+18,0,3,0
2831073377,12090,retweet,2831073377,0,1,0
493475226,12088,retweet,493475226,0,1,1
2525255734,12082,retweet,2525255734,0,2,0
1.20429E+18,12065,retweet,1.20429E+18,0,1,0
365424486,12063,retweet,365424486,0,1,0
3223745561,12062,retweet,3223745561,0,3,0
1.30181E+18,12035,retweet,1.30181E+18,0,2,0
1.51026E+18,12025,retweet,1.51026E+18,0,1,1
428851570,12021,retweet,428851570,0,1,1
243423801,12015,retweet,243423801,0,1,0
8.18082E+17,12002,retweet,8.18082E+17,0,1,0
729134712,11980,retweet,729134712,0,1,0
302136560,11965,retweet,302136560,0,1,0
365476496,11960,retweet,365476496,0,2,0
3920851354,11942,retweet,3920851354,0,3,0
1.39221E+18,11926,retweet,1.39221E+18,0,1,1
1.43096E+18,11909,retweet,1.43096E+18,0,2,0
122147878,11907,retweet,122147878,0,3,0
4441608795,11903,retweet,4441608795,0,1,0
1.03491E+18,11882,retweet,1.03491E+18,0,1,0
1000178641,11868,retweet,1000178641,0,1,0
3022697157,11860,retweet,3022697157,0,1,0
1.08081E+18,11846,retweet,1.08081E+18,0,1,0
9.25955E+17,11840,retweet,9.25955E+17,0,1,0
2747233078,11836,retweet,2747233078,0,1,1
1.24792E+18,11806,retweet,1.24792E+18,0,2,0
1503297466761768963_1,11802,retweet,1.5033E+18,1,1,0
3702233837,11794,retweet,3702233837,0,2,0
1.46847E+18,11792,retweet,1.46847E+18,0,1,0
1.15031E+18,11788,retweet,1.15031E+18,0,1,0
452947954,11773,retweet,452947954,0,1,0
3835842621,11764,retweet,3835842621,0,1,0
1.35992E+18,11760,retweet,1.35992E+18,0,1,1
256502073,11740,retweet,256502073,0,3,0
9.61131E+17,11727,retweet,9.61131E+17,0,1,0
8.79182E+17,11719,retweet,8.79182E+17,0,1,0
1.07809E+18,11710,retweet,1.07809E+18,0,1,0
2281954197,11709,retweet,2281954197,0,1,0
1.22032E+18,11703,retweet,1.22032E+18,0,2,0
9.75757E+17,11695,retweet,9.75757E+17,0,2,0
784998042,11688,retweet,784998042,0,2,0
1.19838E+18,11657,retweet,1.19838E+18,0,1,0
2340213221,11646,retweet,2340213221,0,1,0
1.10733E+18,11645,retweet,1.10733E+18,0,2,0
95116195,11633,retweet,95116195,0,2,0
1723085599,11629,retweet,1723085599,0,1,0
40729413,11625,retweet,40729413,0,1,0
367084462,11621,retweet,367084462,0,2,0
751361420,11616,retweet,751361420,0,1,0
1.52062E+18,11599,retweet,1.52062E+18,0,2,0
9.50351E+17,11582,retweet,9.50351E+17,0,2,0
7.4522E+17,11572,retweet,7.4522E+17,0,2,0
1.48915E+18,11560,retweet,1.48915E+18,0,2,0
9.02141E+17,11559,retweet,9.02141E+17,0,1,0
1.61567E+18,11556,retweet,1.61567E+18,0,1,0
1.58849E+18,11550,retweet,1.58849E+18,0,3,0
320788269,11544,retweet,320788269,0,1,0
1.57946E+18,11537,retweet,1.57946E+18,0,2,0
1286779656352530436_2,11515,retweet,1.28678E+18,2,1,0
2390601381,11507,retweet,2390601381,0,2,0
234489657,11505,retweet,234489657,0,1,0
1352177569,11498,retweet,1352177569,0,1,0
9.5406E+17,11496,retweet,9.5406E+17,0,1,0
730696537685250048_1,11494,retweet,7.30697E+17,1,1,0
8.43782E+17,11491,retweet,8.43782E+17,0,1,0
1.40121E+18,11477,retweet,1.40121E+18,0,1,0
1225905264,11475,retweet,1225905264,0,1,0
23153423,11461,retweet,23153423,0,1,0
1.30087E+18,11445,retweet,1.30087E+18,0,1,0
597530947,11418,retweet,597530947,0,1,0
618265747,11412,retweet,618265747,0,1,0
2575881105,11411,retweet,2575881105,0,1,0
38820046,11410,retweet,38820046,0,2,0
1.39024E+18,11409,retweet,1.39024E+18,0,1,1
9.85558E+17,11398,retweet,9.85558E+17,0,1,0
3208445003,11378,retweet,3208445003,0,1,0
3311210498,11371,retweet,3311210498,0,1,0
1.30507E+18,11368,retweet,1.30507E+18,0,2,0
244636398,11351,retweet,244636398,0,3,0
1.45979E+18,11339,retweet,1.45979E+18,0,1,0
709871656,11325,retweet,709871656,0,1,0
1.57478E+18,11304,retweet,1.57478E+18,0,1,1
4248294196,11297,retweet,4248294196,0,1,0
1.17647E+18,11294,retweet,1.17647E+18,0,2,0
1.18212E+18,11293,retweet,1.18212E+18,0,1,0
9.48611E+17,11291,retweet,9.48611E+17,0,2,0
38944262,11276,retweet,38944262,0,1,0
1076421510,11275,retweet,1076421510,0,1,0
9.16637E+17,11268,retweet,9.16637E+17,0,1,0
2774635719,11233,retweet,2774635719,0,1,0
393142068,11213,retweet,393142068,0,1,0
8.6633E+17,11199,retweet,8.6633E+17,0,1,0
1.14906E+18,11185,retweet,1.14906E+18,0,1,0
1.08817E+18,11180,retweet,1.08817E+18,0,1,0
939947125659467776_1,11163,retweet,9.39947E+17,1,1,0
8.43217E+17,11162,retweet,8.43217E+17,0,2,0
1619977994,11143,retweet,1619977994,0,1,0
9.22841E+17,11134,retweet,9.22841E+17,0,1,0
9.01915E+17,11129,retweet,9.01915E+17,0,1,0
1.25409E+18,11121,retweet,1.25409E+18,0,1,0
1.16931E+18,11116,retweet,1.16931E+18,0,2,0
958774952,11091,retweet,958774952,0,1,0
1.56705E+18,11086,retweet,1.56705E+18,0,2,0
1287269449,11067,retweet,1287269449,0,2,0
3295988010,11057,retweet,3295988010,0,1,0
8.23225E+17,11038,retweet,8.23225E+17,0,1,1
472521685,11037,retweet,472521685,0,2,0
1.01788E+18,11033,retweet,1.01788E+18,0,1,0
2331747227,11027,retweet,2331747227,0,1,0
339304192,11015,retweet,339304192,0,1,1
1.32683E+18,11013,retweet,1.32683E+18,0,2,0
276515303,11008,retweet,276515303,0,1,0
1.47663E+18,11004,retweet,1.47663E+18,0,3,0
1353308361006211078_1,11002,retweet,1.35331E+18,1,2,0
1158771955044093952_1,10925,retweet,1.15877E+18,1,1,0
8.87311E+17,10907,retweet,8.87311E+17,0,1,0
2424285421_1,10890,retweet,2424285421,1,1,0
1.14255E+18,10868,retweet,1.14255E+18,0,2,0
205944262,10860,retweet,205944262,0,1,0
419441436,10856,retweet,419441436,0,1,1
1.25308E+18,10852,retweet,1.25308E+18,0,2,0
1.62395E+18,10837,retweet,1.62395E+18,0,1,0
2317352148,10817,retweet,2317352148,0,1,0
8.85954E+17,10816,retweet,8.85954E+17,0,1,1
1125133256,10804,retweet,1125133256,0,1,0
394945624,10793,retweet,394945624,0,1,0
8.91371E+17,10723,retweet,8.91371E+17,0,1,0
434258340,10720,retweet,434258340,0,1,0
7.92323E+17,10715,retweet,7.92323E+17,0,1,0
1.40767E+18,10712,retweet,1.40767E+18,0,1,0
2634672132,10689,retweet,2634672132,0,2,0
7.09153E+17,10682,retweet,7.09153E+17,0,1,0
8.7108E+17,10661,retweet,8.7108E+17,0,1,0
360818960,10656,retweet,360818960,0,2,0
1.35375E+18,10652,retweet,1.35375E+18,0,1,0
1971054116,10646,retweet,1971054116,0,1,1
36230835,10644,retweet,36230835,0,1,0
9.90973E+17,10638,retweet,9.90973E+17,0,2,0
7.57229E+17,10630,retweet,7.57229E+17,0,1,0
445822873,10578,retweet,445822873,0,1,0
1161394957,10575,retweet,1161394957,0,1,0
1.40671E+18,10559,retweet,1.40671E+18,0,1,0
1.12389E+18,10555,retweet,1.12389E+18,0,3,0
1.25994E+18,10536,retweet,1.25994E+18,0,2,0
1.31184E+18,10510,retweet,1.31184E+18,0,1,0
179964274,10489,retweet,179964274,0,2,0
1.55052E+18,10483,retweet,1.55052E+18,0,1,0
1.07353E+18,10482,retweet,1.07353E+18,0,2,0
3838214233,10461,retweet,3838214233,0,2,0
3399794765,10425,retweet,3399794765,0,1,0
338469722,10412,retweet,338469722,0,1,0
1.57372E+18,10409,retweet,1.57372E+18,0,2,0
1.33562E+18,10405,retweet,1.33562E+18,0,1,0
279681320,10395,retweet,279681320,0,2,0
1.22472E+18,10392,retweet,1.22472E+18,0,2,0
1.0048E+18,10390,retweet,1.0048E+18,0,1,0
8.82663E+17,10385,retweet,8.82663E+17,0,1,0
75101544,10374,retweet,75101544,0,3,0
214071918,10368,retweet,214071918,0,1,0
8.90859E+17,10345,retweet,8.90859E+17,0,2,0
1698186750,10337,retweet,1698186750,0,1,0
407695844,10334,retweet,407695844,0,2,0
1369827018,10333,retweet,1369827018,0,1,0
3253799052,10323,retweet,3253799052,0,1,0
3119406462,10319,retweet,3119406462,0,1,0
636519619,10311,retweet,636519619,0,1,0
2796898512,10297,retweet,2796898512,0,1,0
1.30651E+18,10294,retweet,1.30651E+18,0,1,0
1.23151E+18,10278,retweet,1.23151E+18,0,1,0
572957925,10276,retweet,572957925,0,1,0
707116002_1,10275,retweet,707116002,1,1,0
1.39828E+18,10257,retweet,1.39828E+18,0,1,0
609164984,10255,retweet,609164984,0,3,0
8.58524E+17,10250,retweet,8.58524E+17,0,1,0
1.59338E+18,10248,retweet,1.59338E+18,0,1,1
350904602,10244,retweet,350904602,0,1,0
531085798_1,10240,retweet,531085798,1,3,0
180968057,10239,retweet,180968057,0,1,0
1.11054E+18,10227,retweet,1.11054E+18,0,1,0
1.28017E+18,10224,retweet,1.28017E+18,0,1,0
1.23807E+18,10219,retweet,1.23807E+18,0,1,0
7.78503E+17,10214,retweet,7.78503E+17,0,1,0
8.54106E+17,10208,retweet,8.54106E+17,0,1,0
1.50254E+18,10200,retweet,1.50254E+18,0,2,0
1.59514E+18,10195,retweet,1.59514E+18,0,1,0
2927227565,10189,retweet,2927227565,0,1,0
2300823788,10188,retweet,2300823788,0,1,0
4643123782,10180,retweet,4643123782,0,1,0
9.52595E+17,10178,retweet,9.52595E+17,0,1,0
292532314,10172,retweet,292532314,0,1,0
2284318992,10163,retweet,2284318992,0,1,0
75207629,10153,retweet,75207629,0,1,0
7.85881E+17,10130,retweet,7.85881E+17,0,1,0
1.14975E+18,10124,retweet,1.14975E+18,0,1,0
1.44718E+18,10114,retweet,1.44718E+18,0,1,0
1.61608E+18,10097,retweet,1.61608E+18,0,3,0
179079486,10073,retweet,179079486,0,1,0
2197150279,10069,retweet,2197150279,0,1,0
9.08679E+17,10043,retweet,9.08679E+17,0,1,0
932249935,10036,retweet,932249935,0,2,0
1895709840,10034,retweet,1895709840,0,1,0
19516592,10026,retweet,19516592,0,1,1
9.50138E+17,10006,retweet,9.50138E+17,0,1,0
1.28069E+18,10001,retweet,1.28069E+18,0,1,0
1.24622E+18,9996,retweet,1.24622E+18,0,2,0
1.30846E+18,9994,retweet,1.30846E+18,0,5,0
1.44538E+18,9992,retweet,1.44538E+18,0,2,0
4134160759,9983,retweet,4134160759,0,1,1
9.66432E+17,9971,retweet,9.66432E+17,0,2,0
1.35824E+18,9946,retweet,1.35824E+18,0,1,0
1093130823593807874_1,9943,retweet,1.09313E+18,1,3,0
1.16148E+18,9936,retweet,1.16148E+18,0,1,1
1.1106E+18,9907,retweet,1.1106E+18,0,2,0
1.44977E+18,9902,retweet,1.44977E+18,0,1,0
248794009,9897,retweet,248794009,0,2,0
1.13529E+18,9889,retweet,1.13529E+18,0,2,0
1.49136E+18,9883,retweet,1.49136E+18,0,1,0
1.19672E+18,9872,retweet,1.19672E+18,0,1,0
406547247,9865,retweet,406547247,0,2,0
9.38855E+17,9856,retweet,9.38855E+17,0,1,0
1.22292E+18,9854,retweet,1.22292E+18,0,1,1
8.71121E+17,9852,retweet,8.71121E+17,0,1,0
945555751,9849,retweet,945555751,0,1,0
2515558942,9839,retweet,2515558942,0,1,0
1.05352E+18,9821,retweet,1.05352E+18,0,1,0
9.05923E+17,9819,retweet,9.05923E+17,0,1,0
8.12058E+17,9802,retweet,8.12058E+17,0,2,0
87748870,9785,retweet,87748870,0,1,0
4502016556,9762,retweet,4502016556,0,2,0
1.11679E+18,9755,retweet,1.11679E+18,0,1,0
2253114930,9750,retweet,2253114930,0,1,1
7.66126E+17,9730,retweet,7.66126E+17,0,1,0
7.48124E+17,9725,retweet,7.48124E+17,0,2,0
8.89577E+17,9723,retweet,8.89577E+17,0,1,0
8.95635E+17,9716,retweet,8.95635E+17,0,2,0
1.23633E+18,9713,retweet,1.23633E+18,0,2,0
8.57955E+17,9701,retweet,8.57955E+17,0,1,0
1.49463E+18,9683,retweet,1.49463E+18,0,1,1
9.59953E+17,9665,retweet,9.59953E+17,0,1,0
9.27145E+17,9663,retweet,9.27145E+17,0,1,0
7.72696E+17,9662,retweet,7.72696E+17,0,2,0
757551418488262656_1,9646,retweet,7.57551E+17,1,2,0
1.16688E+18,9642,retweet,1.16688E+18,0,2,0
2886627173,9627,retweet,2886627173,0,2,0
185996021,9611,retweet,185996021,0,2,0
904385276,9609,retweet,904385276,0,1,0
977932236292087809_1,9582,retweet,9.77932E+17,1,2,0
1.63021E+18,9581,retweet,1.63021E+18,0,1,0
8.98096E+17,9546,retweet,8.98096E+17,0,1,0
1.38114E+18,9544,retweet,1.38114E+18,0,1,0
198911492,9537,retweet,198911492,0,1,0
9.89742E+17,9531,retweet,9.89742E+17,0,1,0
1.14491E+18,9528,retweet,1.14491E+18,0,1,0
8.85199E+17,9527,retweet,8.85199E+17,0,1,0
4625475401,9518,retweet,4625475401,0,2,0
413531288,9517,retweet,413531288,0,2,0
3041179755,9497,retweet,3041179755,0,1,0
2430339941,9495,retweet,2430339941,0,1,0
9.84193E+17,9493,retweet,9.84193E+17,0,1,0
9.87066E+17,9485,retweet,9.87066E+17,0,1,0
1.34164E+18,9458,retweet,1.34164E+18,0,1,0
1.19453E+18,9456,retweet,1.19453E+18,0,2,0
8.45311E+17,9447,retweet,8.45311E+17,0,1,0
1.19975E+18,9440,retweet,1.19975E+18,0,1,1
7.57408E+17,9438,retweet,7.57408E+17,0,1,0
1.24807E+18,9431,retweet,1.24807E+18,0,1,0
1345297854,9424,retweet,1345297854,0,2,0
1.39473E+18,9410,retweet,1.39473E+18,0,3,0
2414816617,9406,retweet,2414816617,0,1,0
7.5513E+17,9405,retweet,7.5513E+17,0,1,0
1.22399E+18,9401,retweet,1.22399E+18,0,2,0
7.2007E+17,9397,retweet,7.2007E+17,0,1,0
24148814,9396,retweet,24148814,0,2,0
1.06764E+18,9392,retweet,1.06764E+18,0,1,0
1480446674,9378,retweet,1480446674,0,1,0
2595950367,9363,retweet,2595950367,0,2,0
2918438560,9338,retweet,2918438560,0,1,1
1.48948E+18,9328,retweet,1.48948E+18,0,1,0
732120348,9321,retweet,732120348,0,2,0
151588885_1,9314,retweet,151588885,1,2,0
383560622_1,9304,retweet,383560622,1,1,0
631364168,9302,retweet,631364168,0,2,0
9.55102E+17,9296,retweet,9.55102E+17,0,1,0
4596888921,9281,retweet,4596888921,0,1,0
1.50949E+18,9277,retweet,1.50949E+18,0,2,0
9.82651E+17,9263,retweet,9.82651E+17,0,1,1
1.30161E+18,9256,retweet,1.30161E+18,0,3,0
7.11253E+17,9253,retweet,7.11253E+17,0,2,0
1.08664E+18,9247,retweet,1.08664E+18,0,1,0
266369955,9222,retweet,266369955,0,1,1
1.27534E+18,9212,retweet,1.27534E+18,0,1,0
225048638,9203,retweet,225048638,0,1,0
1.4665E+18,9198,retweet,1.4665E+18,0,1,1
1.25267E+18,9197,retweet,1.25267E+18,0,1,1
9.88423E+17,9196,retweet,9.88423E+17,0,2,0
1.01665E+18,9194,retweet,1.01665E+18,0,1,0
401261464,9179,retweet,401261464,0,1,0
1592127093084753921_1,9170,retweet,1.59213E+18,1,1,0
224354592,9166,retweet,224354592,0,2,0
1095713461,9164,retweet,1095713461,0,4,0
1.25551E+18,9154,retweet,1.25551E+18,0,1,0
1.51977E+18,9142,retweet,1.51977E+18,0,1,1
321069457,9138,retweet,321069457,0,4,0
615006085,9136,retweet,615006085,0,1,0
1.38465E+18,9132,retweet,1.38465E+18,0,2,0
958324483,9123,retweet,958324483,0,1,0
1.12687E+18,9107,retweet,1.12687E+18,0,1,0
2586288655,9098,retweet,2586288655,0,1,0
231533011,9081,retweet,231533011,0,1,0
307305074,9080,retweet,307305074,0,1,0
142620973,9071,retweet,142620973,0,3,0
1.26017E+18,9069,retweet,1.26017E+18,0,1,0
1.24093E+18,9066,retweet,1.24093E+18,0,2,0
1594101133,9063,retweet,1594101133,0,2,0
9.98872E+17,9058,retweet,9.98872E+17,0,3,0
7.66152E+17,9055,retweet,7.66152E+17,0,1,1
1.07727E+18,9052,retweet,1.07727E+18,0,1,1
891702553,9050,retweet,891702553,0,2,0
231761669,9035,retweet,231761669,0,1,0
1.00668E+18,9033,retweet,1.00668E+18,0,1,0
41730924,9028,retweet,41730924,0,2,0
9.28587E+17,9027,retweet,9.28587E+17,0,1,0
1.04138E+18,9021,retweet,1.04138E+18,0,2,0
41656917,9014,retweet,41656917,0,1,0
1.01265E+18,9005,retweet,1.01265E+18,0,1,0
1.0149E+18,8999,retweet,1.0149E+18,0,1,0
1.24692E+18,8995,retweet,1.24692E+18,0,1,0
9.90178E+17,8983,retweet,9.90178E+17,0,1,0
1.07294E+18,8955,retweet,1.07294E+18,0,1,0
1.34104E+18,8949,retweet,1.34104E+18,0,1,1
1448744052,8941,retweet,1448744052,0,1,0
1.63856E+18,8936,retweet,1.63856E+18,0,1,1
4428076601,8935,retweet,4428076601,0,1,0
1.61541E+18,8932,retweet,1.61541E+18,0,1,1
1.43669E+18,8931,retweet,1.43669E+18,0,1,0
1.23159E+18,8925,retweet,1.23159E+18,0,1,0
1.23554E+18,8912,retweet,1.23554E+18,0,2,0
970271802,8908,retweet,970271802,0,2,0
2989607590,8905,retweet,2989607590,0,2,0
2937697231,8887,retweet,2937697231,0,1,1
1.21825E+18,8876,retweet,1.21825E+18,0,1,0
2961920990,8875,retweet,2961920990,0,1,0
7.19479E+17,8871,retweet,7.19479E+17,0,2,0
1163797004721561601_1,8867,retweet,1.1638E+18,1,2,0
115206620,8864,retweet,115206620,0,1,0
1.27767E+18,8831,retweet,1.27767E+18,0,1,0
1.35045E+18,8798,retweet,1.35045E+18,0,2,0
9.80809E+17,8790,retweet,9.80809E+17,0,2,0
8.22484E+17,8782,retweet,8.22484E+17,0,1,0
1956216048,8781,retweet,1956216048,0,1,1
1.06014E+18,8764,retweet,1.06014E+18,0,1,0
197309394,8755,retweet,197309394,0,2,0
1.47537E+18,8746,retweet,1.47537E+18,0,1,0
8.54243E+17,8735,retweet,8.54243E+17,0,2,0
89367905,8727,retweet,89367905,0,2,0
